act	scene	location	speaker	turn_number	turn_text
II	IV	Before Gloucester's Castle	Lear	49	"Regan, I think you are; I know what reason I have to think so. If thou shouldst not be glad, I would divorce me from thy mother's tomb, Sepulchring an adultress. [To Kent] O, are you free? Some other time for that.- Beloved Regan, Thy sister's naught. O Regan, she hath tied Sharp-tooth'd unkindness, like a vulture, here! [Lays his hand on his heart.] I can scarce speak to thee. Thou'lt not believe With how deprav'd a quality- O Regan!"
II	IV	Before Gloucester's Castle	Regan	50	"I pray you, sir, take patience. I have hope You less know how to value her desert Than she to scant her duty."
II	IV	Before Gloucester's Castle	Lear	51	"Say, how is that?"
II	IV	Before Gloucester's Castle	Regan	52	"I cannot think my sister in the least Would fail her obligation. If, sir, perchance She have restrain'd the riots of your followers, 'Tis on such ground, and to such wholesome end, As clears her from all blame."
II	IV	Before Gloucester's Castle	Lear	53	My curses on her!
II	IV	Before Gloucester's Castle	Regan	54	"O, sir, you are old! Nature in you stands on the very verge Of her confine. You should be rul'd, and led By some discretion that discerns your state Better than you yourself. Therefore I pray you That to our sister you do make return; Say you have wrong'd her, sir."
II	IV	Before Gloucester's Castle	Lear	55	"Ask her forgiveness? Do you but mark how this becomes the house: 'Dear daughter, I confess that I am old. [Kneels.] Age is unnecessary. On my knees I beg That you'll vouchsafe me raiment, bed, and food.'"
II	IV	Before Gloucester's Castle	Regan	56	"Good sir, no more! These are unsightly tricks. Return you to my sister."
II	IV	Before Gloucester's Castle	Lear	57	"[rises] Never, Regan! She hath abated me of half my train; Look'd black upon me; struck me with her tongue, Most serpent-like, upon the very heart. All the stor'd vengeances of heaven fall On her ingrateful top! Strike her young bones, You taking airs, with lameness!"
II	IV	Before Gloucester's Castle	Cornwall	58	"Fie, sir, fie!"
II	IV	Before Gloucester's Castle	Lear	59	"You nimble lightnings, dart your blinding flames Into her scornful eyes! Infect her beauty, You fen-suck'd fogs, drawn by the pow'rful sun, To fall and blast her pride!"
II	IV	Before Gloucester's Castle	Regan	60	O the blest gods! so will you wish on me When the rash mood is on.
II	IV	Before Gloucester's Castle	Lear	61	"No, Regan, thou shalt never have my curse. Thy tender-hefted nature shall not give Thee o'er to harshness. Her eyes are fierce; but thine Do comfort, and not burn. 'Tis not in thee To grudge my pleasures, to cut off my train, To bandy hasty words, to scant my sizes, And, in conclusion, to oppose the bolt Against my coming in. Thou better know'st The offices of nature, bond of childhood, Effects of courtesy, dues of gratitude. Thy half o' th' kingdom hast thou not forgot, Wherein I thee endow'd."
II	IV	Before Gloucester's Castle	Regan	62	"Good sir, to th' purpose."
II	IV	Before Gloucester's Castle	STAGE	63	Tucket within.
II	IV	Before Gloucester's Castle	Lear	64	Who put my man i' th' stocks?
II	IV	Before Gloucester's Castle	Cornwall	65	What trumpet's that?
II	IV	Before Gloucester's Castle	Regan	66	"I know't- my sister's. This approves her letter, That she would soon be here."
II	IV	Before Gloucester's Castle	STAGE	67	Enter [Oswald the] Steward.
II	IV	Before Gloucester's Castle	Regan	68	Is your lady come?
II	IV	Before Gloucester's Castle	Lear	69	"This is a slave, whose easy-borrowed pride Dwells in the fickle grace of her he follows. Out, varlet, from my sight!"
II	IV	Before Gloucester's Castle	Cornwall	70	What means your Grace?
II	IV	Before Gloucester's Castle	STAGE	71	Enter Goneril.
II	IV	Before Gloucester's Castle	Lear	72	"Who stock'd my servant? Regan, I have good hope Thou didst not know on't.- Who comes here? O heavens! If you do love old men, if your sweet sway Allow obedience- if yourselves are old, Make it your cause! Send down, and take my part! [To Goneril] Art not asham'd to look upon this beard?- O Regan, wilt thou take her by the hand?"
II	IV	Before Gloucester's Castle	Goneril	73	"Why not by th' hand, sir? How have I offended? All's not offence that indiscretion finds And dotage terms so."
II	IV	Before Gloucester's Castle	Lear	74	"O sides, you are too tough! Will you yet hold? How came my man i' th' stocks?"
II	IV	Before Gloucester's Castle	Cornwall	75	"I set him there, sir; but his own disorders Deserv'd much less advancement."
II	IV	Before Gloucester's Castle	Lear	76	You? Did you?
II	IV	Before Gloucester's Castle	Regan	77	"I pray you, father, being weak, seem so. If, till the expiration of your month, You will return and sojourn with my sister, Dismissing half your train, come then to me. I am now from home, and out of that provision Which shall be needful for your entertainment."
II	IV	Before Gloucester's Castle	Lear	78	"Return to her, and fifty men dismiss'd? No, rather I abjure all roofs, and choose To wage against the enmity o' th' air, To be a comrade with the wolf and owl- Necessity's sharp pinch! Return with her? Why, the hot-blooded France, that dowerless took Our youngest born, I could as well be brought To knee his throne, and, squire-like, pension beg To keep base life afoot. Return with her? Persuade me rather to be slave and sumpter To this detested groom. [Points at Oswald.]"
II	IV	Before Gloucester's Castle	Goneril	79	"At your choice, sir."
II	IV	Before Gloucester's Castle	Lear	80	"I prithee, daughter, do not make me mad. I will not trouble thee, my child; farewell. We'll no more meet, no more see one another. But yet thou art my flesh, my blood, my daughter; Or rather a disease that's in my flesh, Which I must needs call mine. Thou art a boil, A plague sore, an embossed carbuncle In my corrupted blood. But I'll not chide thee. Let shame come when it will, I do not call it. I do not bid the Thunder-bearer shoot Nor tell tales of thee to high-judging Jove. Mend when thou canst; be better at thy leisure; I can be patient, I can stay with Regan, I and my hundred knights."
II	IV	Before Gloucester's Castle	Regan	81	"Not altogether so. I look'd not for you yet, nor am provided For your fit welcome. Give ear, sir, to my sister; For those that mingle reason with your passion Must be content to think you old, and so- But she knows what she does."
II	IV	Before Gloucester's Castle	Lear	82	Is this well spoken?
II	IV	Before Gloucester's Castle	Regan	83	"I dare avouch it, sir. What, fifty followers? Is it not well? What should you need of more? Yea, or so many, sith that both charge and danger Speak 'gainst so great a number? How in one house Should many people, under two commands, Hold amity? 'Tis hard; almost impossible."
II	IV	Before Gloucester's Castle	Goneril	84	"Why might not you, my lord, receive attendance From those that she calls servants, or from mine?"
II	IV	Before Gloucester's Castle	Regan	85	"Why not, my lord? If then they chanc'd to slack ye, We could control them. If you will come to me (For now I spy a danger), I entreat you To bring but five-and-twenty. To no more Will I give place or notice."
II	IV	Before Gloucester's Castle	Lear	86	I gave you all-
II	IV	Before Gloucester's Castle	Regan	87	And in good time you gave it!
II	IV	Before Gloucester's Castle	Lear	88	"Made you my guardians, my depositaries; But kept a reservation to be followed With such a number. What, must I come to you With five-and-twenty, Regan? Said you so?"
II	IV	Before Gloucester's Castle	Regan	88	And speak't again my lord. No more with me.
II	IV	Before Gloucester's Castle	Lear	89	"Those wicked creatures yet do look well-favour'd When others are more wicked; not being the worst Stands in some rank of praise. [To Goneril] I'll go with thee. Thy fifty yet doth double five-and-twenty, And thou art twice her love."
II	IV	Before Gloucester's Castle	Goneril	90	"Hear, me, my lord. What need you five-and-twenty, ten, or five, To follow in a house where twice so many Have a command to tend you?"
II	IV	Before Gloucester's Castle	Regan	91	What need one?
II	IV	Before Gloucester's Castle	Lear	92	"O, reason not the need! Our basest beggars Are in the poorest thing superfluous. Allow not nature more than nature needs, Man's life is cheap as beast's. Thou art a lady: If only to go warm were gorgeous, Why, nature needs not what thou gorgeous wear'st Which scarcely keeps thee warm. But, for true need- You heavens, give me that patience, patience I need! You see me here, you gods, a poor old man, As full of grief as age; wretched in both. If it be you that stirs these daughters' hearts Against their father, fool me not so much To bear it tamely; touch me with noble anger, And let not women's weapons, water drops, Stain my man's cheeks! No, you unnatural hags! I will have such revenges on you both That all the world shall- I will do such things- What they are yet, I know not; but they shall be The terrors of the earth! You think I'll weep. No, I'll not weep. I have full cause of weeping, but this heart Shall break into a hundred thousand flaws Or ere I'll weep. O fool, I shall go mad!"
II	IV	Before Gloucester's Castle	STAGE	93	"Exeunt Lear, Gloucester, Kent, and Fool. Storm and tempest."
II	IV	Before Gloucester's Castle	Cornwall	94	Let us withdraw; 'twill be a storm.
II	IV	Before Gloucester's Castle	Regan	95	This house is little; the old man and 's people Cannot be well bestow'd.
II	IV	Before Gloucester's Castle	Goneril	96	'Tis his own blame; hath put himself from rest And must needs taste his folly.
II	IV	Before Gloucester's Castle	Regan	97	"For his particular, I'll receive him gladly, But not one follower."
II	IV	Before Gloucester's Castle	Goneril	98	So am I purpos'd. Where is my Lord of Gloucester?
II	IV	Before Gloucester's Castle	Cornwall	99	Followed the old man forth.
II	IV	Before Gloucester's Castle	STAGE	100	Enter Gloucester.
II	IV	Before Gloucester's Castle	Goneril	101	He is return'd.
II	IV	Before Gloucester's Castle	Gloucester	102	The King is in high rage.
II	IV	Before Gloucester's Castle	Cornwall	103	Whither is he going?
II	IV	Before Gloucester's Castle	Gloucester	104	"He calls to horse, but will I know not whither."
II	IV	Before Gloucester's Castle	Cornwall	105	'Tis best to give him way; he leads himself.
II	IV	Before Gloucester's Castle	Goneril	106	"My lord, entreat him by no means to stay."
II	IV	Before Gloucester's Castle	Gloucester	107	"Alack, the night comes on, and the bleak winds Do sorely ruffle. For many miles about There's scarce a bush."
II	IV	Before Gloucester's Castle	Regan	108	"O, sir, to wilful men The injuries that they themselves procure Must be their schoolmasters. Shut up your doors. He is attended with a desperate train, And what they may incense him to, being apt To have his ear abus'd, wisdom bids fear."
II	IV	Before Gloucester's Castle	Cornwall	109	"Shut up your doors, my lord: 'tis a wild night. My Regan counsels well. Come out o' th' storm."
II	IV	Before Gloucester's Castle	STAGE	110	Exeunt.
III	I	A heath	STAGE	1	Storm still. Enter Kent and a Gentleman at several doors.
III	I	A heath	Kent	2	"Who's there, besides foul weather?"
III	I	A heath	Gentleman	3	"One minded like the weather, most unquietly."
III	I	A heath	Kent	4	I know you. Where's the King?
III	I	A heath	Gentleman	5	"Contending with the fretful elements; Bids the wind blow the earth into the sea, Or swell the curled waters 'bove the main, That things might change or cease; tears his white hair, Which the impetuous blasts, with eyeless rage, Catch in their fury and make nothing of; Strives in his little world of man to outscorn The to-and-fro-conflicting wind and rain. This night, wherein the cub-drawn bear would couch, The lion and the belly-pinched wolf Keep their fur dry, unbonneted he runs, And bids what will take all."
III	I	A heath	Kent	6	But who is with him?
III	I	A heath	Gentleman	7	"None but the fool, who labours to outjest His heart-struck injuries."
III	I	A heath	Kent	8	"Sir, I do know you, And dare upon the warrant of my note Commend a dear thing to you. There is division (Although as yet the face of it be cover'd With mutual cunning) 'twixt Albany and Cornwall; Who have (as who have not, that their great stars Thron'd and set high?) servants, who seem no less, Which are to France the spies and speculations Intelligent of our state. What hath been seen, Either in snuffs and packings of the Dukes, Or the hard rein which both of them have borne Against the old kind King, or something deeper, Whereof, perchance, these are but furnishings- But, true it is, from France there comes a power Into this scattered kingdom, who already, Wise in our negligence, have secret feet In some of our best ports and are at point To show their open banner. Now to you: If on my credit you dare build so far To make your speed to Dover, you shall find Some that will thank you, making just report Of how unnatural and bemadding sorrow The King hath cause to plain. I am a gentleman of blood and breeding, And from some knowledge and assurance offer This office to you."
